year,country_iso3,country_name,country_role,indicator,indicator_code,value,measure_note,source_tier,source_url,source_retrieved_at
2005,LKA,Sri Lanka,origin,migrant_stock,SM.POP.TOTL,39526,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/LKA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,LKA,Sri Lanka,origin,migrant_stock,SM.POP.TOTL,38959,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/LKA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,LKA,Sri Lanka,origin,migrant_stock,SM.POP.TOTL,39706,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/LKA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,LKA,Sri Lanka,origin,migrant_stock,SM.POP.TOTL,40254,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/LKA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,LKA,Sri Lanka,origin,migrant_stock,SM.POP.TOTL,40698,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/LKA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,50360,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,53034,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,56222,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,71189,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,92424,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,102358,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,MAR,Morocco,origin,migrant_stock,SM.POP.TOTL,111069,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/MAR/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,462999,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,487882,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,969714,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,990494,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,1199115,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,1308568,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,NGA,Nigeria,origin,migrant_stock,SM.POP.TOTL,1403281,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NGA/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,690225,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,717900,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,680729,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,581889,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,509471,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,487564,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,NPL,Nepal,origin,migrant_stock,SM.POP.TOTL,470719,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NPL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,594911,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,685966,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,855017,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,956982,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,1132201,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,1343900,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,NZL,New Zealand,reference,migrant_stock,SM.POP.TOTL,1467989,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,3669308,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,4181912,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,3174558,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,3943681,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,3506520,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,3276580,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,PAK,Pakistan,origin,migrant_stock,SM.POP.TOTL,4175958,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,145980,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,157361,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,168741,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,178147,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,131897,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,87212,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,PHL,Philippines,origin,migrant_stock,SM.POP.TOTL,87212,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,1053396,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,805086,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,546419,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,618709,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,620523,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,1379147,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,SDN,Sudan,origin,migrant_stock,SM.POP.TOTL,2397113,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,SOM,Somalia,origin,migrant_stock,SM.POP.TOTL,19527,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,SOM,Somalia,origin,migrant_stock,SM.POP.TOTL,20097,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,SOM,Somalia,origin,migrant_stock,SM.POP.TOTL,20768,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,SOM,Somalia,origin,migrant_stock,SM.POP.TOTL,48106,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,SOM,Somalia,origin,migrant_stock,SM.POP.TOTL,40990,"International migrant stock (foreign-born residents), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.TOTL?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
